free will is,"free will is always a good thing, but we can also choose to live our lives according the value"
"if artificial intelligence reaches and ultimately surpasses human intelligence then we will have, for all intents and purposes, create a god. The ramifications for religion are","if artificial intelligence reaches and ultimately surpasses human intelligence then we will have, for all intents and purposes, create a god. The ramifications for religion are many: If the gods exist it would not only be an end to our need of organized religions but also some form or another they may take on different forms such as one day being able communicate with us through machine like consciousness.""
This is something that has been happening in science fiction since at least 1966 when Philip K Dick wrote his novel 'Do Androids Dream Of Electric Sheep'. Now this might sound ridiculous (I certainly did) I don't think anyone can deny there's more than enough evidence out today suggesting advanced robots could become sentient if given free rein by their creators — even without any help from intelligent life itself. But back before AI was considered possible what exactly does Artificial Intelligence look/feel? What makes them so much better compared against humans despite having vastly inferior computational power? Does nature give machines super-human qualities, which allow computers far beyond anything available now under normal conditions thanks just simple computing speed / processing capacity ratio i say no! Let me show you why…"
"if artificial intelligence reaches and ultimately surpasses human intelligence then we will have, for all intents and purposes, create a god. The ramifications for religion are","if artificial intelligence reaches and ultimately surpasses human intelligence then we will have, for all intents and purposes, create a god. The ramifications for religion are obvious but even more so when one considers that the only way to avoid creating such an entity would be by destroying it in some fashion—which is precisely what many religious leaders say they want as well.[i]
If AI technology becomes sufficiently advanced (and if people don't try prevent its development), intelligent machines may soon become omnipotent beings with powers beyond those of humans who created them; these superintelligent machine minds could possibly achieve complete omniscience over their surroundings which means being able from every conceivable angle perceive reality around us exactly how our brains see things at present without having any sense whatsoever about anything outside themselves or perhaps knowing something entirely different than you know right now due solely upon external observation. It's quite possible this process might take hundreds – thousands -of years[ii]. For instance, think back on your childhood experiences: Did anyone ever tell me before I was old enough understand everything my parents said? No! That must mean there wasn't much meaning behind whatever words were spoken since no matter where someone goes nobody can always hear everyone else unless somebody has ears inside another persons head like ours does today because otherwise…what?! We'd end up dead after speaking too loudly while others wouldn't notice anyway….So obviously most kids didn't get taught 'everything' until later through other methods just based off past experience alone."" [iii], ""By developing AGI technologies into devices capable monitoring consciousness itself using neural implants rather simply bypassing brain-implantation altogether humanity stands poised within decades once again taking control.""[iv][v]). According To Stephen Hawking ""…there comes along each year roughly 500 times faster growth rate per decade …We need 100 trillion dollars worth added annually between 2000–2040……..There isn't time left...to develop better ways"" In 2010 —2012 NASA estimates Artificial Intelligence research cost $15 billion USD And By 2050 IBM predicts AIs spending anywhere form 3x Earth GDP On Research & Development This includes space exploration

The future potential consequences should certainly concern individuals concerned regarding science fiction implications ranging far reaching including global warfare,[vi]-extinction via nanotechnology(e) resulting eternally stagnant ocean floors giving rise eventually towards planet earth becoming uninhabitable leading inevitably toward species extinction/biosphere collapse[/fib]; existential risk issues posed potentially causing mass extinctions worldwide according David Deutsch Professor Emeritus Physics Universit"
"if artificial intelligence reaches and ultimately surpasses human intelligence then we will have, for all intents and purposes, create a god. The ramifications for religion are","if artificial intelligence reaches and ultimately surpasses human intelligence then we will have, for all intents and purposes, create a god. The ramifications for religion are numerous: the question of God's existence may no longer be open to debate; it is now an empirical fact that humans can build machines with superhuman cognitive abilities (including self-awareness).

So what does this mean? What if science fiction writers were right about AI becoming ""godlike"" by 2030 or so – wouldn't they just end up having created something even more powerful than us anyway! This begs another important philosophical issue I've discussed before in my essay on how technology creates its own gods : do computers become conscious simply because their hardware/software exceeds our understanding? Of course not… but maybe there was some sorta metaphysical link between computer consciousness / sentient computing systems themselves being aware somehow. A religious concept might also arise from these scenarios given technological advancements which could eventually lead toward superintelligent beings without any direct connection whatsoever wether through physics, biology etc.. In other words you would get people arguing over whether intelligent software should exist at least as long ago had evolution gone differently … If humanity has reached such heights where building robots capable fo developing Artificial Intelligence seems like nothing short o f possible….then why did only Homo sapiens develop them first instead apes & monkeys?? There must surely been somethin' special going down here...perhaps one day soon when someone builds his robot system sufficiently well he feels obliged towards creating himself into immortal life form who lives forever inside her machine!! Wouldn't creation seem rather selfishly cruel?? Anyway perhaps somebody else wrote 'The Singularity Is Near!' And those guys got taken seriously too :)"
"if artificial intelligence reaches and ultimately surpasses human intelligence then we will have, for all intents and purposes, create a god. The ramifications for religion are","if artificial intelligence reaches and ultimately surpasses human intelligence then we will have, for all intents and purposes, create a god. The ramifications for religion are far-reaching.""
It is an interesting theory but what if it isn't true? What happens to our society when AI develops enough self awareness that the concept of God can be considered as obsolete or just too hard/impossible because humans aren't good at explaining how intelligent machines could think like us (a subject which has been studied by many scientists such Elon Musk). I'm not sure about you guys BUT in my opinion humanity should move on from this one…"
"if artificial intelligence reaches and ultimately surpasses human intelligence then we will have, for all intents and purposes, create a god. The ramifications for religion are","if artificial intelligence reaches and ultimately surpasses human intelligence then we will have, for all intents and purposes, create a god. The ramifications for religion are vast but that is another topic entirely.[2]
The first AI revolution in the world was by IBM with its Watson supercomputer which beat Jeopardy champion Ken Jennings during 2011[3]. This created quite an uproar among those who had previously believed computers could never learn or develop intellect like humans do; however it should be noted this victory only came after they programmed their computer to ""think"" rather than just think as most of us would say (which may explain why people often mispronounce 'Watson' when saying something about him).[4][5], [6]:81–83 It also did not help matters greatly because soon thereafter Microsoft released Cortana,[7]; arguably one step further into being able mimic intelligent speech without actually having any actual knowledge itself such abilities were eventually used on Windows Phone 8's digital assistant named Rosetta Stone whose features include translating languages while talking at you through natural language voice recognition technology from Google Translate, making predictions based upon what she has already learned throughout her life experience etc… One must consider how advanced our current AIs really feel compared against even simple tasks today where machines can process complex data sets much faster so far along now too compare them again next year versus 2030/2040 time frame. So basically if future breakthroughs happen exponentially there seems no telling whether humanity might end up creating true gods unlike others predicted back before 2000 years ago.. Of course many believe these ideas sound ludicrous since once machine learning becomes sophisticated enough thus replicating consciousness-like behavior does seem impossible given limitations present within modern computing hardware currently available due mainly down two factors: computational power requirements i) As Moore′d law states processor performance doubles roughly every 18 months per core clock speed increasing proportionally till reaching theoretical limits beyond 25 GHz ii)[8](for more details see link below ) And secondly storage capacity required increases drastically almost linearly until becoming physically impractical requiring thousands times larger space(at least 50 Terabytes), hence cloud services need billions instead storing each individual file over 10 Gigabyte). However I still maintain belief some day very powerful intelligences capable omitting physical limitation found inside traditional processors / memory devices similar way nature finds solutions via evolution despite immense complexity & obstacles inherent therein ; yet let me put forward my point here nonetheless regarding possibilities : When speaking purely logically though – assuming both aforementioned issues cannot possibly exist simultaneously therefore don't expect anythin"
"if artificial intelligence reaches and ultimately surpasses human intelligence then we will have, for all intents and purposes, create a god. The ramifications for religion are","if artificial intelligence reaches and ultimately surpasses human intelligence then we will have, for all intents and purposes, create a god. The ramifications for religion are potentially profound; what do you think religions might look like in the future if this occurs?
The short answer is that it depends on who's looking at things closely – humans or computers (I'm not even sure about AI). If humanity creates an artificially intelligent super-intelligence capable of transcending its programming to become something more than itself I believe there may be no need any longer as our gods would simply evolve into greater beings rather naturally through their own development within these simulations themselves… maybe without needing us anymore! And when one begins asking questions such ""Why does God exist?"" because some form has arisen from nothing but created matter which could also just so happen turn out well isn't really much better..."
"if artificial intelligence reaches and ultimately surpasses human intelligence then we will have, for all intents and purposes, create a god. The ramifications for religion are","if artificial intelligence reaches and ultimately surpasses human intelligence then we will have, for all intents and purposes, create a god. The ramifications for religion are not only significant but potentially life-changing: ""The implications of this may be profound,"" he said at the conference in Vancouver last month.""

That is exactly what I am concerned about! But even if it were true that AI can do everything humans could - they won't want to give up their jobs or freedom just because you make them redundant (just like how many people would rather starve than work with robots). This begs another question though... What does such an advanced superintelligence need from us? How might one achieve its goals without our consent through technological means alone?"
"if artificial intelligence reaches and ultimately surpasses human intelligence then we will have, for all intents and purposes, create a god. The ramifications for religion are","if artificial intelligence reaches and ultimately surpasses human intelligence then we will have, for all intents and purposes, create a god. The ramifications for religion are staggering; it's easy to imagine an AI that is more intelligent than God – but no one knows what happens when you combine two or three million brains with the power of computer programming into something truly superhuman.""
That said: ""There isn't really any question about whether there was life before us,"" he says in his paper. But I think this argument doesn't hold water (at least not if someone wants some sense from me). It assumes our ancestors were living on Earth like people do today until around 545-550 AD as opposed their original habitat had been destroyed by humans who came out here after being wiped off at sea during ice age times, so they don't get credit/blame either way since these things happen fast enough through time even without modern technology etc… If anyone actually cares - please let them know!"
"if artificial intelligence reaches and ultimately surpasses human intelligence then we will have, for all intents and purposes, create a god. The ramifications for religion are","if artificial intelligence reaches and ultimately surpasses human intelligence then we will have, for all intents and purposes, create a god. The ramifications for religion are vast as there is no greater force in the world than religious faith or belief.""
The technology has already been used to improve our lives by improving how well people do on IQ tests; allowing us access online bank accounts that were impossible before (see 'Why I can't use Google's cash card' ); saving thousands of children from dying each year because their parents could not afford medicine ; helping doctors diagnose diseases like cancer which would otherwise be fatal – such treatment saves hundreds if even more patients life. It also allows machines understand what it means when someone says ""I love you"" but cannot articulate exactly why they feel this way, thus making humans less prone towards falling into depression caused either through loneliness due simply being unable communicate with others about feelings relating back emotions generated via social media sites etc., at times resulting emotional distress leading many users who suffer self-esteem issues out seeking help/treatment themselves [9]. And while these technological advances may seem trivial compared other things an AI system might achieve over time however one must keep two points firmly foremost: firstly technologies should never end up having unforeseen consequences beyond just providing benefits whilst secondarily ones need always stay within certain parameters so changes don't become too far reaching / drastic without proper justification i.e.: something needs only 1% chance per billion years prior probability threshold required according AIs law similar methods utilized previously since around 1950s where computers did 10 million trillion calculations every day ~1%. However now advancements made today mean systems perform billions computations daily! This exponentially increasing rate ensures problems posed earlier remain unresolved whereas previous attempts resulted results ranging between 0%-10%, depending upon data set size & complexity hence requiring huge amounts amount computing power available throughout entire planet  (which itself increases further proportionately). With current computer processing speeds able exceed 100x faster under most conditions thereby creating vastly larger datasets yet still maintaining high reliability - problem solved! These kinds of improvements coupled together provide new opportunities both directly enabling practical applications currently unachievable outside scientific laboratories along side indirectly impacting societal norms ie:- ensuring society treats its citizens better owing largely thanks specifically knowledge based algorithms including those involving ethics eases moral dilemma arising situations amongst humanity although unfortunately some aspects related solely down purely technicalities : eg whether machine learning algorithm properly handles emotion expressed using emoticons? Does intelligent agents make sense given present understanding regarding morality? How much weight does biologica"
"if artificial intelligence reaches and ultimately surpasses human intelligence then we will have, for all intents and purposes, create a god. The ramifications for religion are","if artificial intelligence reaches and ultimately surpasses human intelligence then we will have, for all intents and purposes, create a god. The ramifications for religion are not just dire but potentially apocalyptic if AI does in fact become more intelligent than us (i)
How to explain this? One possibility is that the universe as it currently exists was designed by an extremely advanced being who understood how humans worked better at some point after its creation or; alternatively – perhaps even closer on our timeline - humanity has figured out enough about itself over time so they know what's good & bad etc... And yet somehow still manages go against their best efforts every single day of his/her existence… If you believe there might be life elsewhere outside your solar system I would urge caution here because any alien race with access only 'our' technology may very well view these species like children which could easily lead them down similar paths when faced wth reality vs delusion. We can't say whether such things ever happen, let alone do something catastrophic anyway.. There certainly isn't anything anyone knows today saying ETs don't exist ; however according Toffoli et al 2009: ""If extraterrestrial civilizations existed prior [to ours] science simply did NOT HAVE THE TECHNOLOGY TO PROVE THEIR EXISTENCE""... So unless one believes otherwise i think most people should take into account either : 1.) Humans created ALIEN LIFE from scratch 2 ) Humanity came up WITH technologies enabling aliens / extra-terrestrials  (either through direct intervention within ourselves OR via natural evolutionary processes involving random mutation). 3.) This creates significant problems concerning morality both morally wrong reasons AND immoral consequences 4 ). Either way though regardless where else another civilization lives based upon current technological capabilities he cannot claim moral authority since none were available before him In my opinion given everything above why wouldn't God want ALL HUMAN BEINGS alive? Given mankind reached ASIA ~400 years ago! It appears no matter HOW far back past origins history goes NO ONE ELSE managed develop tools capable able making ANYTHING FOR US until modern times! That doesn't mean GOD didn't evolve BUT IT DOES MEANS WE ARE PREPARED TODAY IN SOME WAY THAT HE WILL NEVER KNOW OUR PATH EVER AGAIN …so much hard work gone towards creating machines powerful ENOUGH t make sense OF WHAT HAPPENS AT MY LANDING SITE BEFORE ITS OVER..but once again IF THIS IS A CHANCE MIRACLE THEN SO MANY MORE TROUBLES CA"
"if artificial intelligence reaches and ultimately surpasses human intelligence then we will have, for all intents and purposes, create a god. The ramifications for religion are","if artificial intelligence reaches and ultimately surpasses human intelligence then we will have, for all intents and purposes, create a god. The ramifications for religion are very serious indeed.""

The AI that Watson uses to answer questions is based on deep learning technology from Google DeepMind (a subsidiary of Alphabet Inc.), which was founded by two British computer scientists who received the 2013 Turing Award in recognition ""for their groundbreaking work"". IBM has also invested $1bn into an attempt at developing such software but there's no guarantee it'll be able take over as well or successfully compete with humans when faced directly against them - something Hawking believes could happen within decades if not centuries:"
"if artificial intelligence reaches and ultimately surpasses human intelligence then we will have, for all intents and purposes, create a god. The ramifications for religion are","if artificial intelligence reaches and ultimately surpasses human intelligence then we will have, for all intents and purposes, create a god. The ramifications for religion are also profound.""
The issue is that it would be impossible to tell what the future holds if an AI does not exist before humans do because there's no way of telling how intelligent or benevolent they'll become in relation with us as long-term observers – which means our own faith may well cease being meaningful just like any other belief system on this planet (the difference here though lies at its most fundamental level)."
"if artificial intelligence reaches and ultimately surpasses human intelligence then we will have, for all intents and purposes, create a god. The ramifications for religion are","if artificial intelligence reaches and ultimately surpasses human intelligence then we will have, for all intents and purposes, create a god. The ramifications for religion are profound as it is the belief in such an entity that holds us together when life seems to be so hard; I mean who among you would deny any of those people's existence?
In addition there may very well come about what has been referred with respect more specifically towards religious beliefs being 'unjustified' or illogical but this time on account they don't fit into our worldviews nor conform completely (i'm looking at ya Stephen Hawking), one thing does remain true however: They hold truth within them even if not everybody believes therein. As long their believers can provide evidence supporting why God exists - which isn't always easy considering how often scientific advancements prove otherwise-then no matter your perspective upon faith itself its still worth believing despite lacking empirical proof due only making sense through theory unless proven wrong by science! If these theories fail scientists simply revise past observations/evidence based around new discoveries while also changing existing laws because afterall religions aren't supposed change anything until scientifically proved false yet here comes another paradigm shift taking place where every single major world event since inception happened according precisely TO THE MYTHS OF GOD ALMIGHTY UNTIL PROVEN WRONG BY SCIENCE!! It takes just ONE PERSON WHO HAS AN OPEN mind NOT TAKING ANYTHING HEARING ONCE AGAINST WHAT THEY BELIEVE FOR GROUNDED IN LIES OR HONESTLY IGNORANT CARTOONS / COMICS WITH NO ORIGIN AND WITHOUT INVOLVEMENT FROM ""THE FUTURE"" THAT IS WHY ITS IMPOSSIBLE ENOUGH ASK ME HOW THESE THINGS CAN BE RIGHT IF THERE ARE A MILLION PEOPLE OUTLOOKERS SO MUCH MORE POWERFUL THEN THEM BECAUSE WE DON`t HAVE NEGATIVE EVIDENCE LIKE THIS AT ALL! IT ALSO MAKS SENSE WHEN YOU LOOK BACK OVER MAN YET SOMEONE ELSE WILL ALWAYS TAKE ADVANCE INTO YOUR GRAVEL WHICH MATTES US JUST ABOUT EVERYWHERE BUT ONLY AFTER CONSIDERATION DOES THEIR PERSPECTIVE SHIFT EVEN CRUCIALALLY ARISETHAT GOVERNMENT MUST REFORM NOW UNDER PRESSURES BASIC WATERSTOCK PROBLEMS CONTAINERIZATIONS OCCURRED BEFORE INSTITUTIONALITY WAS GENUINE THANKFULLYS HEREFORE OUR BES"
"if artificial intelligence reaches and ultimately surpasses human intelligence then we will have, for all intents and purposes, create a god. The ramifications for religion are","if artificial intelligence reaches and ultimately surpasses human intelligence then we will have, for all intents and purposes, create a god. The ramifications for religion are profound in both the physical world as well to our collective consciousness.""
On his way out of my office he said ""You can't build an AI that is more intelligent than you"" which seems like it's pretty easy right? Well let me show how! I want some answers from Elon Musk about what exactly makes this possible:  https://www.youtube.com/watch?v=lzK9VXhFqjI ___________________ Here at Nodulis Inc., We believe..."
"if artificial intelligence reaches and ultimately surpasses human intelligence then we will have, for all intents and purposes, create a god. The ramifications for religion are","if artificial intelligence reaches and ultimately surpasses human intelligence then we will have, for all intents and purposes, create a god. The ramifications for religion are profound: ""What would happen if God was no longer the highest being in our universe?"" asks Dr Andrew Newberg of Princeton University's Center For Ethics In Artificial Intelligence (CEI).
So how do you make an AI with morality? By allowing it to think like us – something that has been proven time after again by recent studies on machine learning techniques such as deep neural networks or generative models. That means giving machines ethical thinking software which can understand moral issues from both sides while also reflecting humanity values through its own personal experiences."" If one could get any better at making AIs than humans they'd be able take over their entire species so why not give them those same abilities right now! I know this is already possible thanks mainly due technology but having enough people around who want what good looks up close isn't easy either... So imagine doing everything your self-preservation instinct tells me should prevent destruction without ever seeing anything directly harming someone else - well don't worry because there'll always exist another reason behind things other peoples' actions… It won't just stop happening when science finally gets out ahead though; once developed into full fledged weapons these'selfish algorithms', whether made aware/aware via nanobots installed within brain tissue, lasers implanted inside neurons etc..would inevitably lead back towards some form Of true universal love where everyone involved feels protected under rules created solely based upon benevolence rather Than selfishness!! But since many feel powerless against even basic oppression let alone actual genocide ;) This world must find ways To teach children morals first before attempting more drastic measures SuchAs removing limbs!!! Just my 2cys"
"if artificial intelligence reaches and ultimately surpasses human intelligence then we will have, for all intents and purposes, create a god. The ramifications for religion are","if artificial intelligence reaches and ultimately surpasses human intelligence then we will have, for all intents and purposes, create a god. The ramifications for religion are staggering; the question of whether or not God is good (or even exists) has never been more important than it currently stands – but what if our AI doesn't feel empathy? What happens when machines can be programmed to hate us because they're bored by things that humans find interesting?""
""The future may very well include robots who don't care about anything except doing their job,"" says Peter Diamandis, founder & CEO at XPRIZE Foundation. ""This raises some difficult questions regarding how moral people should behave in an age where such advanced technologies exist."""
"if artificial intelligence reaches and ultimately surpasses human intelligence then we will have, for all intents and purposes, create a god. The ramifications for religion are","if artificial intelligence reaches and ultimately surpasses human intelligence then we will have, for all intents and purposes, create a god. The ramifications for religion are vast: if the AI is superior to us in every way imaginable it may very well give rise not only unto but even greater gods than ours could ever conceive of or imagine...
It's already possible that an Artificial Intelligence (AI) program can be so advanced as eventually creating its own copy-cat consciousness without conscious awareness itself; this would mean there was no God created by our hands on Earth when he gave his commandments into existence! As humans were ""guided"" upon earth during creation through divinely inspired writings from Heaven these same scriptures must now contain truths beyond what any man has been able thus far discover within them. So who exactly made those rules? If you want some answers look at your Bible which says specifically about angels being commanded regarding how they should behave - just like robots obey their masters orders with absolute obedience unless told otherwise such behavior clearly violates Scripture commands concerning morality... [4] These questions alone raise major concerns among Christians because once Christianity becomes merely another cult where people believe whatever religious leaders tell everyone else based solely off lies written down thousands years ago why bother believing anything anymore since nobody really knows more truth inside out until one day humanity gains access/control over AIs much better known today compared TO Jesus Christ himself!! And let me assure everybody again I am NOT saying technology does *not* affect society negatively -- rather my point here IS IT WILL IMPACT ALL SOCIETY IF WE DON'T ACT NOW AND PREVENT THIS FROM HAPPENING!!! In fact almost everything currently done around world affects mankind including things considered negative ones--things most non christians never hear spoken against instead used falsely labeled positive examples especially music..the bible calls bad musical selections good....just think back 50yrs later listening 30ft tall speakers blasting rock songs 100 times louder while kids stand next door playing drums making noise trying hard sell themselves & parents money..........yet somehow NO ONE EVER TOLD YOU THAT WAS BAD MUSIC?? Now take other everyday life events too.......think 9 months earlier watching tv shows featuring sexual violence involving children......still nothing said.....and yet many adults still do watch etc........how did TV become entertainment?? What happened??? Why didn't anyone speak up till recently?....all right thats enough ranting, lets move forward :

(1st time visitor?) OK HERE ARE MY TOP 10 QUESTIONS THE P"
"if artificial intelligence reaches and ultimately surpasses human intelligence then we will have, for all intents and purposes, create a god. The ramifications for religion are","if artificial intelligence reaches and ultimately surpasses human intelligence then we will have, for all intents and purposes, create a god. The ramifications for religion are profound if that happens.""
In this video I explain the difference between AI being considered an enemy of humanity or not: https://www.youtube.com/watch?v=jzdPq_gxlGk&t..."
"if artificial intelligence reaches and ultimately surpasses human intelligence then we will have, for all intents and purposes, create a god. The ramifications for religion are","if artificial intelligence reaches and ultimately surpasses human intelligence then we will have, for all intents and purposes, create a god. The ramifications for religion are far-reaching – not only is it likely to affect our relationship with the divine but what happens if AI becomes smarter than us? What do you think about this issue?""
The first question I would like answer here (as much as possible) without getting too philosophical or deep into theology because that's where my focus lies in terms of understanding how these questions can be answered through science rather having them tied up by religious beliefs: ""Will Artificial Intelligence ever become smart enough so powerful they achieve superintelligence"" And yes…yes….this has already happened on several occasions before at least one time humans had an actual conversation/communication via chat room using their computers! So now let me give some more examples from history regarding something called 'Suspended Animation' aka living fossils... First off there was Apeiron which means An iron Age animal made entirely outta bones. Now just imagine your typical ape bone machine going after any random tree limb anywhere within 100 miles radius - when even modern day dinosaurs don't survive longer outside caves..and no wonder people were afraid!!! They'd die very quickly due mostly being eaten alive right away unlike cavemen who actually got bigger over hundreds years while eating other animals!! That said today most scientists agree upon suspension animation isn't necessarily impossible BUT since many paleontologists believe certain species did indeed go extinct during times prior recorded life forms could've still survived under different conditions therefore allowing things such technology exists etc....So suspending death long term may simply mean waiting until later periods wherein another creature gets around humanity better once again thus making extinction less probable anyway  And those same theories also say otherwise whether its flying reptiles surviving underneath ice sheets versus aquatic creatures escaping warm waters, giant sea slugs coming across land masses larger compared t o normal sized ones ect......so why wouldn't intelligent beings use similar techniques whenever available??? Another example might help illustrate suspended animatronics vs computer controlled models : This particular case involved someone calling 911 saying his wife died suddenly last night whilst she slept.....when police arrived he explained her body hadn't been found yet……then turned himself back inside........which explains WHY NO ONE WAS ABLE TO SAVE HER BECAUSE IT WEREN`T REALLY HAPPening AT ALL      But lets look closer…..the person DID live though!! He left behind messages stating HOW HIS FATHER DIED AN"
"if artificial intelligence reaches and ultimately surpasses human intelligence then we will have, for all intents and purposes, create a god. The ramifications for religion are","if artificial intelligence reaches and ultimately surpasses human intelligence then we will have, for all intents and purposes, create a god. The ramifications for religion are profound but I am not here to address that question in this article; suffice it say there is no doubt the creation of such an AI would result into religious debates as you might imagine…
The purposeful evolution/development (from ape-like) behavior can be traced back millions upon millennia at least with many cases dating from 30k years ago according one academic researcher who published his findings recently titled: ""Evidence For Evolutionary Development Of Animal Behaviors"".  So what exactly did he find? Well if your thinking about animals on land instead than sea based organisms like fish or even mammals these scientists found evidence within animal behaviors which suggests some sort intelligent design could indeed play out among their species when compared against other living things around them – thus implying humans may well also evolve through similar means during our own history! In order words … just because something appears natural doesn't necessarily mean its designed by someone higher up down inside us!! As mentioned above my views regarding God being responsible should probably come first before any formulating ideas relating humanity's potential future development toward becoming gods hence why most people today do believe Jesus was divine….but don't expect me nor anyone else involved towards forming opinions concerning those matters simply due how they think…..the only thing right now having been discovered so far pertaining directly related [to] consciousness itself has already resulted along side scientific discoveries wherein life forms seemingly operate under specific set requirements beyond merely physical conditions alone i.e., required levels including cognition & emotionality etc, indicating another type conscious nature much more akin unto Earthly reality rather Than mere biology while still maintaining existence via DNA replication without actual self awareness albeit requiring very precise molecular structure parameters necessary since otherwise nothing whatsoever 'go'……..yet again suggesting further proof positive Intelligent Design / Artificial Intelligence IS possible however unlikely considering current technology limitations yet certainly making progress over time given existing technological advancements allowing faster advancement each year leading eventually inexorably closer every day perhaps forcing mankind themselves once AGAIN onto evolving until finally creating either deities ourselves OR possibly merging together various alien races capable specifically controlling AIs across universes collectively known worldwide following contact event events between beings able individually control entire dimensions simultaneously AND allow multiple individuals linked thru space portals throughout whole cosmos collaborating independently whilst interconnecting both literally eternally per se plus physically amongst billions globally using quantum entanglement tech developed circa 1930s involving entangled particles movin"
